PROCEDURE_CODE,DRUG_NAME_WITH_FORM_STRENGTH,DOSAGE_FORM,CLAIM_COUNT,CLAIMS_FREQUENCY_PERCENTAGE,DISTINCT_MEMBERS,MEMBER_PERCENTAGE,TOTAL_BENEFIT_AMOUNT,BENEFIT_PERCENTAGE
60846081001,Unithroid 175MCG Tablet,TABS,4,0.00%,2,0.00%,  153 ,0.00%
69367038110,metFORMIN HCl 500MG Tablet,TABS,11,0.01%,6,0.01%,  153 ,0.00%
80777010295,Spikevax 50MCG/0.5ML Suspension,SUSP,1,0.00%,1,0.00%,  153 ,0.00%
68001059906,QUEtiapine Fumarate ER 150MG Tablet Extended Release 24 HR,TB24,8,0.01%,2,0.00%,  153 ,0.00%
45802006535,Triamcinolone Acetonide 0.5% Cream,CREA,8,0.01%,7,0.01%,  153 ,0.00%
67877026118,Rizatriptan Benzoate 5MG Tablet,TABS,6,0.01%,4,0.01%,  153 ,0.00%
08496080910,Kroger HealthPro Glucose Test  Strip,STRP,9,0.01%,5,0.01%,  153 ,0.00%
69452035113,Terbinafine HCl 250MG Tablet,TABS,6,0.01%,5,0.01%,  153 ,0.00%
68180067406,Lurasidone HCl 120MG Tablet,TABS,4,0.00%,1,0.00%,  153 ,0.00%
00713088530,Clomid 50MG Tablet,TABS,4,0.00%,1,0.00%,  153 ,0.00%
13668042905,Pantoprazole Sodium 40MG Tablet Delayed Release,TBEC,13,0.01%,3,0.01%,  153 ,0.00%
67877056105,metFORMIN HCl 500MG Tablet,TABS,11,0.01%,5,0.01%,  153 ,0.00%
42571031601,cloBAZam 20MG Tablet,TABS,2,0.00%,1,0.00%,  152 ,0.00%
00168008016,Hydrocortisone 2.5% Cream,CREA,2,0.00%,2,0.00%,  152 ,0.00%
68180096901,Levothyroxine Sodium 100MCG Tablet,TABS,5,0.00%,4,0.01%,  152 ,0.00%
69097022316,Alendronate Sodium 35MG Tablet,TABS,3,0.00%,1,0.00%,  152 ,0.00%
67877054568,Cephalexin 250MG/5ML Suspension Reconstituted,SUSR,6,0.01%,6,0.01%,  152 ,0.00%
50742061710,Metoprolol Succinate ER 100MG Tablet Extended Release 24 HR,TB24,7,0.01%,4,0.01%,  152 ,0.00%
00378685877,Lisdexamfetamine Dimesylate 50MG Capsule,CAPS,2,0.00%,1,0.00%,  152 ,0.00%
67877050890,Ezetimibe-Simvastatin 10-20MG Tablet,TABS,2,0.00%,1,0.00%,  152 ,0.00%
68180045901,amLODIPine Besy-Benazepril HCl 5-20MG Capsule,CAPS,8,0.01%,3,0.01%,  152 ,0.00%
00832532411,Potassium Chloride Crys ER 10MEQ Tablet Extended Release,TBCR,11,0.01%,3,0.01%,  152 ,0.00%
62756018413,OXcarbazepine 300MG Tablet,TABS,3,0.00%,1,0.00%,  152 ,0.00%
55111032001,Glimepiride 1MG Tablet,TABS,12,0.01%,6,0.01%,  152 ,0.00%
65862092730,Finasteride 1MG Tablet,TABS,11,0.01%,5,0.01%,  152 ,0.00%
68001036206,Cefdinir 300MG Capsule,CAPS,8,0.01%,7,0.01%,  152 ,0.00%
23155002305,busPIRone HCl 5MG Tablet,TABS,9,0.01%,4,0.01%,  152 ,0.00%
23155087910,Lisinopril 20MG Tablet,TABS,9,0.01%,4,0.01%,  152 ,0.00%
71205030530,Sildenafil Citrate 20MG Tablet,TABS,1,0.00%,1,0.00%,  152 ,0.00%
00168006460,Fluocinolone Acetonide 0.025% Ointment,OINT,1,0.00%,1,0.00%,  152 ,0.00%
67877027590,Lansoprazole 30MG Capsule Delayed Release,CPDR,2,0.00%,1,0.00%,  151 ,0.00%
43547036109,Losartan Potassium 50MG Tablet,TABS,7,0.01%,6,0.01%,  151 ,0.00%
51862086806,Microgestin 1/20 1-20MG-MCG Tablet,TABS,7,0.01%,1,0.00%,  151 ,0.00%
68382000106,PARoxetine HCl 40MG Tablet,TABS,10,0.01%,4,0.01%,  151 ,0.00%
69452020620,Doxylamine-Pyridoxine 10-10MG Tablet Delayed Release,TBEC,1,0.00%,1,0.00%,  151 ,0.00%
00173068224,"Ventolin HFA 108 (90 Base)MCG/ACT Aerosol, Solution",AERS,2,0.00%,2,0.00%,  151 ,0.00%
62332003431,rOPINIRole HCl 3MG Tablet,TABS,10,0.01%,2,0.00%,  151 ,0.00%
31722053612,levETIRAcetam 250MG Tablet,TABS,5,0.00%,1,0.00%,  151 ,0.00%
00781561992,Valsartan 320MG Tablet,TABS,1,0.00%,1,0.00%,  151 ,0.00%
00781808931,Azithromycin 250MG Tablet,TABS,8,0.01%,7,0.01%,  151 ,0.00%
64850055001,Lisdexamfetamine Dimesylate 10MG Capsule,CAPS,1,0.00%,1,0.00%,  151 ,0.00%
00781602346,Clarithromycin 250MG/5ML Suspension Reconstituted,SUSR,1,0.00%,1,0.00%,  151 ,0.00%
68645056259,Ibuprofen 600MG Tablet,TABS,21,0.02%,17,0.03%,  151 ,0.00%
43547034106,risperiDONE 1MG Tablet,TABS,10,0.01%,2,0.00%,  151 ,0.00%
55111046801,Metoprolol Succinate ER 100MG Tablet Extended Release 24 HR,TB24,5,0.00%,2,0.00%,  151 ,0.00%
64980032005,Triamcinolone Acetonide 0.1% Paste,PSTE,5,0.00%,5,0.01%,  150 ,0.00%
00713063818,Ciclopirox Olamine 0.77% Cream,CREA,3,0.00%,3,0.01%,  150 ,0.00%
00193731150,Contour Next Test  Strip,STRP,2,0.00%,2,0.00%,  150 ,0.00%
70436016701,Metoprolol Succinate ER 200MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  150 ,0.00%
57237016230,Omeprazole 40MG Capsule Delayed Release,CPDR,4,0.00%,2,0.00%,  150 ,0.00%
42806026793,Cholestyramine 4GM/DOSE Powder,POWD,3,0.00%,1,0.00%,  150 ,0.00%
00713067831,Nystatin 100000UNIT/GM Cream,CREA,7,0.01%,6,0.01%,  150 ,0.00%
00713063337,metroNIDAZOLE 0.75% Cream,CREA,4,0.00%,3,0.01%,  150 ,0.00%
43547040410,Phentermine HCl 37.5MG Tablet,TABS,10,0.01%,6,0.01%,  150 ,0.00%
31722052110,hydrALAZINE HCl 50MG Tablet,TABS,7,0.01%,2,0.00%,  150 ,0.00%
00245007111,Potassium Citrate ER 10 MEQ(1080 MG) Tablet Extended Release,TBCR,2,0.00%,1,0.00%,  150 ,0.00%
23155077301,Enalapril Maleate 20MG Tablet,TABS,3,0.00%,1,0.00%,  150 ,0.00%
31722072150,levoFLOXacin 250MG Tablet,TABS,1,0.00%,1,0.00%,  150 ,0.00%
65862001905,Cephalexin 500MG Capsule,CAPS,8,0.01%,7,0.01%,  150 ,0.00%
68180086206,Azithromycin 500MG Tablet,TABS,11,0.01%,11,0.02%,  150 ,0.00%
68180043302,Bromfenac Sodium 0.07% Solution,SOLN,1,0.00%,1,0.00%,  150 ,0.00%
23155082373,Cabergoline 0.5MG Tablet,TABS,2,0.00%,2,0.00%,  150 ,0.00%
43063077120,valACYclovir HCl 1GM Tablet,TABS,3,0.00%,2,0.00%,  150 ,0.00%
69584085210,Spironolactone 25MG Tablet,TABS,8,0.01%,5,0.01%,  150 ,0.00%
55111059660,Memantine HCl 5MG Tablet,TABS,3,0.00%,1,0.00%,  149 ,0.00%
80425008903,Ibuprofen 800MG Tablet,TABS,4,0.00%,2,0.00%,  149 ,0.00%
63629228701,Ursodiol 500MG Tablet,TABS,1,0.00%,1,0.00%,  149 ,0.00%
70010021201,#N/A,CAPS,1,0.00%,1,0.00%,  149 ,0.00%
49483062281,metFORMIN HCl 500MG Tablet,TABS,10,0.01%,8,0.01%,  149 ,0.00%
00169183702,NovoLIN 70/30 ReliOn (70-30) 100UNIT/ML Suspension,SUSP,3,0.00%,2,0.00%,  149 ,0.00%
31722085701,Eszopiclone 3MG Tablet,TABS,3,0.00%,2,0.00%,  149 ,0.00%
65862052730,Venlafaxine HCl ER 37.5MG Capsule Extended Release 24 Hour,CP24,7,0.01%,7,0.01%,  149 ,0.00%
62135026225,Doxycycline Monohydrate 100MG Capsule,CAPS,3,0.00%,2,0.00%,  149 ,0.00%
68382056928,Acamprosate Calcium 333MG Tablet Delayed Release,TBEC,2,0.00%,2,0.00%,  149 ,0.00%
49483070110,FLUoxetine HCl 10MG Capsule,CAPS,9,0.01%,6,0.01%,  149 ,0.00%
68180058901,Ramipril 2.5MG Capsule,CAPS,8,0.01%,2,0.00%,  149 ,0.00%
67877048430,Telmisartan 80MG Tablet,TABS,4,0.00%,2,0.00%,  149 ,0.00%
52817027130,Bisoprolol Fumarate 10MG Tablet,TABS,2,0.00%,1,0.00%,  149 ,0.00%
16571060096,Cromolyn Sodium 100MG/5ML Concentrate,CONC,1,0.00%,1,0.00%,  149 ,0.00%
81665010496,Cromolyn Sodium 100MG/5ML Concentrate,CONC,1,0.00%,1,0.00%,  149 ,0.00%
00143211205,Doxycycline Hyclate 100MG Tablet,TABS,4,0.00%,2,0.00%,  149 ,0.00%
10572010001,PEG-3350/Electrolytes 236GM Solution Reconstituted,SOLR,9,0.01%,9,0.02%,  149 ,0.00%
50228017905,Gabapentin 100MG Capsule,CAPS,9,0.01%,6,0.01%,  148 ,0.00%
00093727198,Pioglitazone HCl 15MG Tablet,TABS,7,0.01%,4,0.01%,  148 ,0.00%
42571014726,Dorzolamide HCl-Timolol Mal 22.3-6.8MG/ML Solution,SOLN,4,0.00%,3,0.01%,  148 ,0.00%
00228203196,ALPRAZolam 1MG Tablet,TABS,4,0.00%,1,0.00%,  148 ,0.00%
29300030816,QUEtiapine Fumarate ER 50MG Tablet Extended Release 24 HR,TB24,3,0.00%,1,0.00%,  148 ,0.00%
50228011310,FLUoxetine HCl 10MG Capsule,CAPS,6,0.01%,4,0.01%,  148 ,0.00%
72578008403,Clindamycin Phosphate 1% Solution,SOLN,6,0.01%,6,0.01%,  148 ,0.00%
27241009710,DULoxetine HCl 20MG Capsule Delayed Release Particles,CPEP,4,0.00%,3,0.01%,  148 ,0.00%
68180098202,Lisinopril 30MG Tablet,TABS,10,0.01%,8,0.01%,  148 ,0.00%
62332005090,Losartan Potassium-HCTZ 100-25MG Tablet,TABS,5,0.00%,3,0.01%,  147 ,0.00%
59762005601,medroxyPROGESTERone Acetate 10MG Tablet,TABS,5,0.00%,4,0.01%,  147 ,0.00%
69315090510,LORazepam 1MG Tablet,TABS,15,0.01%,7,0.01%,  147 ,0.00%
00093031401,Ketorolac Tromethamine 10MG Tablet,TABS,11,0.01%,7,0.01%,  147 ,0.00%
23155084709,amLODIPine Besylate-Valsartan 10-320MG Tablet,TABS,5,0.00%,1,0.00%,  147 ,0.00%
50228011710,Rosuvastatin Calcium 10MG Tablet,TABS,4,0.00%,2,0.00%,  147 ,0.00%
10702018501,oxyCODONE-Acetaminophen 5-325MG Tablet,TABS,8,0.01%,5,0.01%,  147 ,0.00%
62559074201,Thyroid 60MG Tablet,TABS,6,0.01%,2,0.00%,  147 ,0.00%
55111073490,Valsartan 320MG Tablet,TABS,4,0.00%,2,0.00%,  147 ,0.00%
51224002230,Azithromycin 250MG Tablet,TABS,5,0.00%,5,0.01%,  147 ,0.00%
45802041926,Ammonium Lactate 12% Lotion,LOTN,8,0.01%,4,0.01%,  147 ,0.00%
31722053705,levETIRAcetam 500MG Tablet,TABS,4,0.00%,2,0.00%,  146 ,0.00%
43547030303,ARIPiprazole 5MG Tablet,TABS,5,0.00%,3,0.01%,  146 ,0.00%
75907008813,Haloette 0.12-0.015MG/24HR Ring,RING,1,0.00%,1,0.00%,  146 ,0.00%
45802038301,Clindamycin Phos-Benzoyl Perox 1.2-3.75% Gel,GEL,1,0.00%,1,0.00%,  146 ,0.00%
51991075990,Letrozole 2.5MG Tablet,TABS,2,0.00%,1,0.00%,  146 ,0.00%
45802045384,Adapalene 0.1% Cream,CREA,1,0.00%,1,0.00%,  146 ,0.00%
69367030201,Celecoxib 200MG Capsule,CAPS,6,0.01%,3,0.01%,  146 ,0.00%
00378655053,Levonorgestrel-Ethinyl Estrad 0.15-30MG-MCG Tablet,TABS,4,0.00%,3,0.01%,  146 ,0.00%
65862053750,levoFLOXacin 500MG Tablet,TABS,8,0.01%,5,0.01%,  146 ,0.00%
00603459321,methylPREDNISolone 4MG Tablet,TABS,4,0.00%,4,0.01%,  146 ,0.00%
51672135108,Ciclopirox 1% Shampoo,SHAM,3,0.00%,3,0.01%,  145 ,0.00%
51672421503,metroNIDAZOLE 1% Gel,GEL,2,0.00%,2,0.00%,  145 ,0.00%
59651057590,Fenofibrate 54MG Tablet,TABS,5,0.00%,1,0.00%,  145 ,0.00%
68462040467,Atovaquone-Proguanil HCl 250-100MG Tablet,TABS,2,0.00%,2,0.00%,  145 ,0.00%
63629877901,Triamcinolone Acetonide 0.1% Cream,CREA,1,0.00%,1,0.00%,  145 ,0.00%
00121086816,Nystatin 100000UNIT/ML Suspension,SUSP,4,0.00%,4,0.01%,  145 ,0.00%
00187516020,Retin-A 0.025% Cream,CREA,6,0.01%,4,0.01%,  145 ,0.00%
53746020401,oxyCODONE-Acetaminophen 10-325MG Tablet,TABS,4,0.00%,1,0.00%,  145 ,0.00%
16571012848,Chlorhexidine Gluconate 0.12% Solution,SOLN,17,0.01%,16,0.03%,  145 ,0.00%
68788809409,Atorvastatin Calcium 40MG Tablet,TABS,7,0.01%,6,0.01%,  145 ,0.00%
59746079001,carBAMazepine ER 200MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  145 ,0.00%
72266019701,Dorzolamide HCl 2% Solution,SOLN,5,0.00%,2,0.00%,  145 ,0.00%
68682090146,Benzoyl Peroxide-Erythromycin 5-3% Gel,GEL,2,0.00%,1,0.00%,  145 ,0.00%
00406912576,fentaNYL 25MCG/HR Patch 72 HR,PT72,4,0.00%,1,0.00%,  145 ,0.00%
00228306411,Amphetamine-Dextroamphet ER 25MG Capsule Extended Release 24 Hour,CP24,2,0.00%,2,0.00%,  145 ,0.00%
43547051009,Pregabalin 150MG Capsule,CAPS,5,0.00%,2,0.00%,  145 ,0.00%
55111057543,Ibandronate Sodium 150MG Tablet,TABS,7,0.01%,3,0.01%,  145 ,0.00%
00074706811,Synthroid 125MCG Tablet,TABS,5,0.00%,2,0.00%,  145 ,0.00%
31722052690,Finasteride 1MG Tablet,TABS,13,0.01%,4,0.01%,  145 ,0.00%
50090217601,Montelukast Sodium 10MG Tablet,TABS,4,0.00%,2,0.00%,  145 ,0.00%
63304090530,valACYclovir HCl 1GM Tablet,TABS,2,0.00%,2,0.00%,  145 ,0.00%
65862052830,Venlafaxine HCl ER 75MG Capsule Extended Release 24 Hour,CP24,2,0.00%,2,0.00%,  145 ,0.00%
00093506005,hydrOXYzine HCl 10MG Tablet,TABS,10,0.01%,9,0.02%,  145 ,0.00%
49281040020,Adacel 5-2-15.5LF-MCG/0.5 Suspension,SUSP,2,0.00%,2,0.00%,  145 ,0.00%
50090695900,Metoprolol Succinate ER 100MG Tablet Extended Release 24 HR,TB24,4,0.00%,4,0.01%,  145 ,0.00%
67877087920,Cefpodoxime Proxetil 200MG Tablet,TABS,2,0.00%,2,0.00%,  145 ,0.00%
55111049704,Capecitabine 500MG Tablet,TABS,1,0.00%,1,0.00%,  144 ,0.00%
43598050510,Raloxifene HCl 60MG Tablet,TABS,4,0.00%,2,0.00%,  144 ,0.00%
00781602246,Clarithromycin 125MG/5ML Suspension Reconstituted,SUSR,1,0.00%,1,0.00%,  144 ,0.00%
00378698288,Lansoprazole 30MG Tablet Delayed Release Disintegrating,TBDD,1,0.00%,1,0.00%,  144 ,0.00%
69374098255,Ketamine HCl 50MG/5ML Solution Prefilled Syringe,SOSY,2,0.00%,2,0.00%,  144 ,0.00%
00093171401,Warfarin Sodium 2.5MG Tablet,TABS,5,0.00%,2,0.00%,  144 ,0.00%
62175031137,Methylphenidate HCl ER 27MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  144 ,0.00%
31722002830,Solifenacin Succinate 10MG Tablet,TABS,5,0.00%,4,0.01%,  143 ,0.00%
50632001602,#N/A,CPDR,1,0.00%,1,0.00%,  143 ,0.00%
51672419307,Clobetasol Propionate 0.05% Foam,FOAM,3,0.00%,1,0.00%,  143 ,0.00%
16714024530,Mesalamine 1000MG Suppository,SUPP,1,0.00%,1,0.00%,  143 ,0.00%
00591271202,Albendazole 200MG Tablet,TABS,1,0.00%,1,0.00%,  143 ,0.00%
68645061290,Lisinopril 30MG Tablet,TABS,11,0.01%,7,0.01%,  143 ,0.00%
72888017830,Tranexamic Acid 650MG Tablet,TABS,1,0.00%,1,0.00%,  143 ,0.00%
43547033109,Irbesartan-hydroCHLOROthiazide 300-12.5MG Tablet,TABS,3,0.00%,1,0.00%,  143 ,0.00%
69097053302,Tenofovir Disoproxil Fumarate 300MG Tablet,TABS,2,0.00%,1,0.00%,  143 ,0.00%
00378427693,valACYclovir HCl 1GM Tablet,TABS,2,0.00%,2,0.00%,  143 ,0.00%
51672401206,clomiPRAMINE HCl 50MG Capsule,CAPS,1,0.00%,1,0.00%,  143 ,0.00%
43547036203,Losartan Potassium 100MG Tablet,TABS,6,0.01%,6,0.01%,  143 ,0.00%
65862064230,Azithromycin 500MG Tablet,TABS,8,0.01%,8,0.01%,  143 ,0.00%
60219152301,Tetracycline HCl 500MG Capsule,CAPS,2,0.00%,2,0.00%,  142 ,0.00%
72572037201,Lidocaine HCl (PF) 2% Solution,SOLN,12,0.01%,12,0.02%,  142 ,0.00%
42799092001,Bisoprolol-hydroCHLOROthiazide 2.5-6.25MG Tablet,TABS,3,0.00%,2,0.00%,  142 ,0.00%
60429052405,clonazePAM 0.5MG Tablet,TABS,2,0.00%,1,0.00%,  142 ,0.00%
23155070501,Enalapril Maleate 5MG Tablet,TABS,18,0.02%,2,0.00%,  142 ,0.00%
00591544305,predniSONE 20MG Tablet,TABS,7,0.01%,6,0.01%,  142 ,0.00%
00378050501,Bisoprolol-hydroCHLOROthiazide 10-6.25MG Tablet,TABS,8,0.01%,1,0.00%,  142 ,0.00%
68645013154,FLUoxetine HCl 10MG Capsule,CAPS,10,0.01%,4,0.01%,  142 ,0.00%
50090398300,QUEtiapine Fumarate 300MG Tablet,TABS,2,0.00%,1,0.00%,  142 ,0.00%
13107000334,Mirtazapine 30MG Tablet,TABS,11,0.01%,5,0.01%,  142 ,0.00%
00143988750,Amoxicillin 400MG/5ML Suspension Reconstituted,SUSR,7,0.01%,7,0.01%,  142 ,0.00%
43825060641,Recothrom 5000UNIT Solution Reconstituted,SOLR,1,0.00%,1,0.00%,  142 ,0.00%
00591505210,predniSONE 5MG Tablet,TABS,8,0.01%,6,0.01%,  142 ,0.00%
62037073401,Methylphenidate HCl ER (OSM) 27MG Tablet Extended Release,TBCR,2,0.00%,2,0.00%,  142 ,0.00%
69238131209,Pregabalin 75MG Capsule,CAPS,5,0.00%,4,0.01%,  142 ,0.00%
29300041305,Cyclobenzaprine HCl 5MG Tablet,TABS,8,0.01%,7,0.01%,  142 ,0.00%
00264180032,Sodium Chloride 0.9% Solution,SOLN,7,0.01%,6,0.01%,  142 ,0.00%
68382009716,PARoxetine HCl 10MG Tablet,TABS,9,0.01%,4,0.01%,  141 ,0.00%
72603011001,Abiraterone Acetate 250MG Tablet,TABS,1,0.00%,1,0.00%,  141 ,0.00%
67877052830,Solifenacin Succinate 10MG Tablet,TABS,6,0.01%,2,0.00%,  141 ,0.00%
42799011501,Colestipol HCl 1GM Tablet,TABS,2,0.00%,1,0.00%,  141 ,0.00%
16714017202,tiZANidine HCl 4MG Tablet,TABS,5,0.00%,3,0.01%,  141 ,0.00%
65862067601,ALPRAZolam 0.25MG Tablet,TABS,11,0.01%,9,0.02%,  141 ,0.00%
65862015901,Zolpidem Tartrate 5MG Tablet,TABS,13,0.01%,9,0.02%,  141 ,0.00%
78206014603,NuvaRing 0.12-0.015MG/24HR Ring,RING,3,0.00%,2,0.00%,  141 ,0.00%
43547054811,Enalapril Maleate 20MG Tablet,TABS,5,0.00%,2,0.00%,  141 ,0.00%
00781236401,Methylphenidate HCl ER (LA) 40MG Capsule Extended Release 24 Hour,CP24,2,0.00%,1,0.00%,  141 ,0.00%
00078037205,Ritalin LA 40MG Capsule Extended Release 24 Hour,CP24,2,0.00%,1,0.00%,  141 ,0.00%
57237021390,Montelukast Sodium 5MG Tablet Chewable,CHEW,9,0.01%,5,0.01%,  141 ,0.00%
51672411103,Phenytoin Sodium Extended 100MG Capsule,CAPS,3,0.00%,2,0.00%,  141 ,0.00%
43547035510,Lisinopril 30MG Tablet,TABS,11,0.01%,5,0.01%,  141 ,0.00%
51672128201,Triamcinolone Acetonide 0.1% Cream,CREA,19,0.02%,13,0.02%,  141 ,0.00%
51079063120,Prazosin HCl 2MG Capsule,CAPS,1,0.00%,1,0.00%,  141 ,0.00%
50111056103,traZODone HCl 100MG Tablet,TABS,4,0.00%,2,0.00%,  141 ,0.00%
62332031731,Desipramine HCl 50MG Tablet,TABS,3,0.00%,1,0.00%,  141 ,0.00%
16714017301,Atorvastatin Calcium 10MG Tablet,TABS,6,0.01%,2,0.00%,  141 ,0.00%
00116400516,Lactulose 10GM/15ML Solution,SOLN,6,0.01%,1,0.00%,  141 ,0.00%
43598033960,Aspirin-Dipyridamole ER 25-200MG Capsule Extended Release 12 Hour,CP12,3,0.00%,1,0.00%,  141 ,0.00%
50228012405,Clopidogrel Bisulfate 75MG Tablet,TABS,8,0.01%,6,0.01%,  140 ,0.00%
42794001802,Liothyronine Sodium 5MCG Tablet,TABS,2,0.00%,2,0.00%,  140 ,0.00%
72516003150,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,7,0.01%,5,0.01%,  140 ,0.00%
68180097503,Levothyroxine Sodium 200MCG Tablet,TABS,4,0.00%,3,0.01%,  140 ,0.00%
59651078105,glipiZIDE ER 5MG Tablet Extended Release 24 HR,TB24,5,0.00%,4,0.01%,  140 ,0.00%
16571020111,Diclofenac Sodium 75MG Tablet Delayed Release,TBEC,5,0.00%,2,0.00%,  140 ,0.00%
00187516045,Retin-A 0.025% Cream,CREA,3,0.00%,3,0.01%,  140 ,0.00%
72205014199,Losartan Potassium 25MG Tablet,TABS,10,0.01%,8,0.01%,  140 ,0.00%
64380074318,busPIRone HCl 15MG Tablet,TABS,3,0.00%,1,0.00%,  140 ,0.00%
50436995001,Topiramate 50MG Tablet,TABS,10,0.01%,2,0.00%,  140 ,0.00%
00185067601,hydrOXYzine Pamoate 50MG Capsule,CAPS,9,0.01%,4,0.01%,  140 ,0.00%
70092161243,L.E.T. 4-0.05-0.5% Gel,GEL,4,0.00%,3,0.01%,  140 ,0.00%
00032120370,Creon 3000-9500UNIT Capsule Delayed Release Particles,CPEP,1,0.00%,1,0.00%,  140 ,0.00%
53885001110,OneTouch Delica Plus Lancet30G  Miscellaneous,MISC,9,0.01%,5,0.01%,  140 ,0.00%
70954060010,FLUoxetine HCl 20MG/5ML Solution,SOLN,5,0.00%,1,0.00%,  140 ,0.00%
24208079535,Neomycin-Polymyxin-Dexameth 3.5-10000-0.1 Ointment,OINT,8,0.01%,8,0.01%,  139 ,0.00%
51991073532,Granisetron HCl 1MG Tablet,TABS,1,0.00%,1,0.00%,  139 ,0.00%
51991073520,Granisetron HCl 1MG Tablet,TABS,1,0.00%,1,0.00%,  139 ,0.00%
64980040906,Sertraline HCl 20MG/ML Concentrate,CONC,3,0.00%,1,0.00%,  139 ,0.00%
00270111103,Prohance 279.3MG/ML Solution,SOLN,1,0.00%,1,0.00%,  139 ,0.00%
82009001790,Rosuvastatin Calcium 5MG Tablet,TABS,9,0.01%,6,0.01%,  139 ,0.00%
72888001000,Baclofen 10MG Tablet,TABS,9,0.01%,4,0.01%,  139 ,0.00%
68180098001,Lisinopril 10MG Tablet,TABS,17,0.01%,7,0.01%,  139 ,0.00%
13668059501,Nystatin 100000UNIT/GM Cream,CREA,7,0.01%,7,0.01%,  139 ,0.00%
72205002590,Atorvastatin Calcium 80MG Tablet,TABS,11,0.01%,3,0.01%,  139 ,0.00%
11534016501,Folic Acid 1MG Tablet,TABS,8,0.01%,2,0.00%,  139 ,0.00%
59651042801,Spironolactone 100MG Tablet,TABS,5,0.00%,4,0.01%,  139 ,0.00%
00245021311,Midodrine HCl 10MG Tablet,TABS,3,0.00%,1,0.00%,  139 ,0.00%
68462058201,Fenofibrate Micronized 200MG Capsule,CAPS,3,0.00%,2,0.00%,  139 ,0.00%
00121093316,Pseudoeph-Bromphen-DM 30-2-10MG/5ML Syrup,SYRP,5,0.00%,5,0.01%,  138 ,0.00%
62332049241,tiZANidine HCl 4MG Capsule,CAPS,7,0.01%,1,0.00%,  138 ,0.00%
00456140230,Bystolic 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  138 ,0.00%
70756001402,Nitroglycerin 0.4MG Tablet Sublingual,SUBL,6,0.01%,6,0.01%,  138 ,0.00%
51672137001,Mupirocin Calcium 2% Cream,CREA,1,0.00%,1,0.00%,  138 ,0.00%
69238202905,Mupirocin Calcium 2% Cream,CREA,1,0.00%,1,0.00%,  138 ,0.00%
00713065660,Clobetasol Propionate 0.05% Ointment,OINT,5,0.00%,3,0.01%,  138 ,0.00%
68788638003,DULoxetine HCl 20MG Capsule Delayed Release Particles,CPEP,5,0.00%,1,0.00%,  138 ,0.00%
00591046005,glipiZIDE 5MG Tablet,TABS,16,0.01%,3,0.01%,  138 ,0.00%
31722052001,hydrALAZINE HCl 25MG Tablet,TABS,11,0.01%,3,0.01%,  138 ,0.00%
69097053637,Testosterone Cypionate 100MG/ML Solution,SOLN,4,0.00%,2,0.00%,  138 ,0.00%
65862058501,amLODIPine Besy-Benazepril HCl 5-40MG Capsule,CAPS,3,0.00%,1,0.00%,  138 ,0.00%
72578011201,Bisoprolol Fumarate 10MG Tablet,TABS,3,0.00%,1,0.00%,  137 ,0.00%
65162076710,Warfarin Sodium 6MG Tablet,TABS,11,0.01%,1,0.00%,  137 ,0.00%
59746038606,Terazosin HCl 10MG Capsule,CAPS,6,0.01%,1,0.00%,  137 ,0.00%
57237015530,Modafinil 200MG Tablet,TABS,4,0.00%,2,0.00%,  137 ,0.00%
69097017364,Ipratropium-Albuterol 0.5-2.5 (3)MG/3ML Solution,SOLN,3,0.00%,3,0.01%,  137 ,0.00%
13107000130,Mirtazapine 7.5MG Tablet,TABS,3,0.00%,3,0.01%,  137 ,0.00%
69097045805,Fenofibrate 145MG Tablet,TABS,6,0.01%,4,0.01%,  137 ,0.00%
43547052403,Nebivolol HCl 2.5MG Tablet,TABS,6,0.01%,3,0.01%,  137 ,0.00%
65862052301,Gabapentin 600MG Tablet,TABS,4,0.00%,3,0.01%,  137 ,0.00%
51672125803,Clobetasol Propionate 0.05% Cream,CREA,5,0.00%,4,0.01%,  136 ,0.00%
70700011584,Syeda 3-0.03MG Tablet,TABS,3,0.00%,3,0.01%,  136 ,0.00%
56151147002,True Metrix Meter w/Device Kit,KIT,6,0.01%,6,0.01%,  136 ,0.00%
59651029601,NIFEdipine ER 60MG Tablet Extended Release 24 HR,TB24,6,0.01%,2,0.00%,  136 ,0.00%
71335213001,Desvenlafaxine Succinate ER 25MG Tablet Extended Release 24 HR,TB24,4,0.00%,4,0.01%,  136 ,0.00%
16714017602,Atorvastatin Calcium 80MG Tablet,TABS,13,0.01%,9,0.02%,  136 ,0.00%
50742063360,metFORMIN HCl ER (OSM) 500MG Tablet Extended Release 24 HR,TB24,3,0.00%,1,0.00%,  136 ,0.00%
68001023900,cloNIDine HCl 0.3MG Tablet,TABS,7,0.01%,2,0.00%,  136 ,0.00%
00115180401,hydrOXYzine Pamoate 50MG Capsule,CAPS,8,0.01%,6,0.01%,  136 ,0.00%
68382072001,Budesonide 3MG Capsule Delayed Release Particles,CPEP,2,0.00%,2,0.00%,  136 ,0.00%
